method,mode,physical_role_candidate,global_peak_frequency_hz,angle_state_label,feature,sample_count,mean,standard_deviation,median,mad,robust_sigma,q05,q25,q75,q95,minimum,maximum
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_10deg,energy_nm2,175,0.31883598615720515,0.09507811475539994,0.2970575376304307,0.06259329671891228,0.09280082171545935,0.19516559549640555,0.25045200490845787,0.38368147644018175,0.5038829212892592,0.1095337281670234,0.6058989270037257
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_10deg,envelope_mean_nm,175,0.03792240492088791,0.00598832643229261,0.0367855820508681,0.004265579190134795,0.006324147707293847,0.02914618299990952,0.033953992138921446,0.04240996300598365,0.04897264989100938,0.0207547160409106,0.0533361666394856
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_10deg,local_peak_frequency_hz,175,20.02285714285714,0.16795886586891956,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,22.0
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_10deg,rms_nm,175,0.027928056802797738,0.004148730249751123,0.0272514925109814,0.0028673604236438034,0.004251148564094303,0.02208862305011756,0.02502258956764715,0.03097095797849515,0.03549226325601808,0.0165479400656866,0.0389197548490392
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_43deg,energy_nm2,184,0.3981330698999628,0.09309876184100638,0.3938879927681531,0.0667569491409451,0.0989738527963652,0.2579450394169936,0.3334499246425609,0.46849927935663005,0.5500650403672869,0.1976406510618114,0.6414703951158902
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_43deg,envelope_mean_nm,184,0.04152588898343703,0.005253302857797902,0.0413447625067533,0.003667025248237598,0.005436731633037062,0.033156267519792386,0.037705441016606674,0.0451754530959865,0.04975941424734589,0.028793618777016,0.0547700003009173
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_43deg,local_peak_frequency_hz,184,20.02173913043478,0.11483043993581034,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,21.0
IOVMD,IMF5,background_dynamic_mode,20.07127955493741,stable_43deg,rms_nm,184,0.031332324915551976,0.0037003386235963933,0.031380247242415,0.0026120567221226514,0.0038726352962190425,0.025394143544730276,0.02887254073467175,0.03422350078655063,0.037083153703667826,0.0222283968754952,0.0400459234852903
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_10deg,energy_nm2,175,0.1502325085575066,0.05110778535787166,0.141630999126929,0.034875293382232,0.05170610996849716,0.07820027656747285,0.1125420947969375,0.18237822878567128,0.25353379389094033,0.0590681611722398,0.2954834585638682
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_10deg,envelope_mean_nm,175,0.024629768211918618,0.0044512202855061704,0.0244569227788387,0.0032918049467893992,0.004880430014109963,0.017625469172729773,0.021334583350275,0.0279631235209622,0.03267962520637016,0.0154961837284836,0.0354669923108665
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_10deg,local_peak_frequency_hz,175,35.502857142857145,0.5660336462348777,35.5,0.5,0.7413,34.5,35.0,36.0,36.5,34.0,37.0
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_10deg,rms_nm,175,0.019104818031703864,0.0032631342820414458,0.0188169470907828,0.0022490438865453016,0.003334432466192064,0.013981911832307022,0.016773635455475,0.021352882016446702,0.025175936976160367,0.0121519711541214,0.0271791951023143
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_43deg,energy_nm2,184,0.14326185516923856,0.053356198904101995,0.1300774507254555,0.02784061847898958,0.04127650095694995,0.08113697021458852,0.10582319988424504,0.1652566737277519,0.24314401339682032,0.0505916165322962,0.3528404788209582
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_43deg,envelope_mean_nm,184,0.023726114875498517,0.0045807609046136155,0.022897440766058652,0.002463761036750351,0.0036527721130860703,0.01798361677562845,0.02081271756293725,0.02611305215324845,0.032961290127778785,0.0142910874639969,0.0398232654332571
IOVMD,IMF6,angle_movement_response_candidate,35.626738525730175,stable_43deg,local_peak_frequency_hz,184,35.64945652173913,1.0574739094358603,35.5,0.5,0.7413,33.5,35.5,36.0,37.5,32.5,38.0
