time_s,raw_ch1_nm,angle_component_nm,estimated_angle_deg,angle_velocity_deg_s,state_label
131.42,1550.029564,1549.8812836999632,13.890343120305763,3.3265004494781536,moving_10_to_43
131.425,1549.749919,1549.8811607491825,13.906988669317203,3.3317164092789398,moving_10_to_43
131.43,1549.881316,1549.8810376058673,13.923660284398553,3.336926862050582,moving_10_to_43
131.435,1549.898143,1549.8809142702214,13.940357937937708,3.342131773932522,moving_10_to_43
131.44,1549.996707,1549.8807907424502,13.957081602137878,3.3473311233766623,moving_10_to_43
131.445,1550.005522,1549.8806670227593,13.973831249171475,3.352524885756658,moving_10_to_43
131.45,1549.840452,1549.8805431113558,13.990606850995444,3.357713030290199,moving_10_to_43
131.455,1549.95744,1549.8804190084475,14.007408379474377,3.362895532350585,moving_10_to_43
131.46,1549.859682,1549.8802947142433,14.02423580631895,3.368072364233754,moving_10_to_43
131.465,1549.979076,1549.8801702289531,14.041089103116715,3.3732434951568635,moving_10_to_43
131.47,1549.892534,1549.8800455527883,14.057968241270519,3.3784089004937456,moving_10_to_43
131.475,1549.848465,1549.8799206859603,14.074873192121652,3.383568549461735,moving_10_to_43
