state_label,sample_count,mean_wavelength_nm,std_wavelength_nm,mean_estimated_angle_deg,std_estimated_angle_deg
stable_10deg,20352,1549.9086280455733,0.008369825003542523,10.474172714938637,0.8886034806971621
moving_10_to_43,2642,1549.785760349257,0.05972683236145206,26.82266129788716,8.086048009459065
stable_43deg,19197,1549.6654813276218,0.007676871193053021,42.67262737631558,0.5674794815822275
moving_43_to_10,3825,1549.809688873231,0.05715514482822126,23.583125799389187,7.73788307202615
