maximum_cluster_gap_s,angle_context_padding_s,angle_range_threshold_deg,peak_velocity_threshold_deg_s,classification_rule,angle_range_and_velocity_role,classification_scope
1.0,3.0,0.5,0.2,angle-associated only when the episode overlaps moving state or its representative time is within angle_context_padding_s of moving,diagnostic columns only when state_label exists,cause association only; not fault confirmation
