segment_id,angle_state_label,cycle_index_within_state,target_frequency_hz,window_start_time_s,window_end_time_s,center_time_s,band_power_nm2,band_rms_nm,local_peak_frequency_hz
10deg_1,stable_10deg,1,60.0,10.5,12.495,11.497499999999999,0.00010818264389145948,0.010401088591655177,60.15625
10deg_1,stable_10deg,1,38.5,11.0,12.995,11.997499999999999,0.00031315352484847803,0.017696144349786426,39.84375
10deg_1,stable_10deg,1,60.0,11.0,12.995,11.997499999999999,6.512676863550237e-05,0.008070115775842523,60.15625
10deg_1,stable_10deg,1,38.5,11.5,13.495,12.497499999999999,0.0003598113760864421,0.01896869463316973,39.84375
10deg_1,stable_10deg,1,60.0,11.5,13.495,12.497499999999999,5.704198482462877e-05,0.007552614436380873,55.46875
10deg_1,stable_10deg,1,38.5,12.0,13.995,12.997499999999999,0.00037458143364993624,0.01935410637694069,39.84375
10deg_1,stable_10deg,1,60.0,12.0,13.995,12.997499999999999,9.2998972295067e-05,0.009643597476827151,60.15625
10deg_1,stable_10deg,1,38.5,12.5,14.495,13.497499999999999,0.00020106682875162268,0.01417980355123521,39.84375
10deg_1,stable_10deg,1,60.0,12.5,14.495,13.497499999999999,0.00018043565566075253,0.013432633980748248,60.15625
10deg_1,stable_10deg,1,38.5,13.0,14.995,13.997499999999999,0.0003295527625595748,0.018153588145586392,39.84375
10deg_1,stable_10deg,1,60.0,13.0,14.995,13.997499999999999,0.0001614197544041316,0.01270510741411231,60.15625
10deg_1,stable_10deg,1,38.5,13.5,15.495,14.497499999999999,0.0002701713985791437,0.016436891390379862,35.9375
10deg_1,stable_10deg,1,60.0,13.5,15.495,14.497499999999999,0.00020260756403396606,0.01423402838391037,60.15625
10deg_1,stable_10deg,1,38.5,14.0,15.995,14.997499999999999,0.00021160232049039396,0.01454655699780515,35.9375
10deg_1,stable_10deg,1,60.0,14.0,15.995,14.997499999999999,0.00017338698818406955,0.013167649303655894,60.15625
