sampling_rate_hz,window_duration_s,step_duration_s,window_samples,step_samples,frequency_resolution_hz,minimum_dynamic_frequency_hz,maximum_frequency_hz
200.0,2.0,0.5,400,100,0.5,0.5,100.0
