method,mode,physical_role_candidate,global_peak_frequency_hz,window_index,start_sample,end_sample,start_time_s,end_time_s,center_time_s,angle_state_label,dominant_state_label,moving_fraction,estimated_angle_mean_deg,angle_velocity_rms_deg_s,local_peak_frequency_hz,local_spectral_centroid_hz,rms_nm,energy_nm2,mean_square_nm2,envelope_mean_nm,envelope_std_nm
STVMD,IMF8,background_dynamic_mode,80.04607093184978,111,11100,11499,55.5,57.495,56.5,stable_43deg,stable_43deg,0.0,42.99040333533377,0.0474777090164013,80.0,80.02184593102338,0.041475873599865286,0.6880992363488008,0.001720248090872002,0.056975366461886306,0.013904399054217038
STVMD,IMF9,background_dynamic_mode,90.49461057023645,111,11100,11499,55.5,57.495,56.5,stable_43deg,stable_43deg,0.0,42.99040333533377,0.0474777090164013,89.5,88.3486703859528,0.01260071297712002,0.06351118701270436,0.0001587779675317609,0.016195098683576947,0.007343720147281574
STVMD,IMF10,background_dynamic_mode,97.83988178025034,111,11100,11499,55.5,57.495,56.5,stable_43deg,stable_43deg,0.0,42.99040333533377,0.0474777090164013,96.0,96.05038503827491,0.015376377312898645,0.09457319170744966,0.00023643297926862413,0.019126908281846686,0.009934958239562119
STVMD,IMF1,angle_position_mode,0.008692628650904,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,,,0.12577220597874977,6.327459118704423,0.015818647796761058,0.13048668839237798,0.006789854664258885
STVMD,IMF2,background_dynamic_mode,2.1905424200278163,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,2.0,2.5289309140058283,0.029998527651631798,0.359964664506287,0.0008999116612657175,0.038676305113761585,0.018137049687518638
STVMD,IMF3,background_dynamic_mode,17.793810848400554,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,18.0,17.706624899291985,0.10933630060812793,4.781770652268366,0.011954426630670915,0.14826424763170126,0.04436885126349301
STVMD,IMF4,background_dynamic_mode,20.07127955493741,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,20.0,20.497314535539953,0.029438321126893343,0.346645900308038,0.000866614750770095,0.039280090100843615,0.013670423933301435
STVMD,IMF5,background_dynamic_mode,39.90785813630041,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,36.0,37.25022501523256,0.0253839204485799,0.2577373669359331,0.0006443434173398327,0.032235527397566105,0.01567038997547511
STVMD,IMF6,background_dynamic_mode,59.97479137691238,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,57.0,57.20460580662523,0.020556306240735452,0.16902469050515972,0.00042256172626289933,0.02595721414300041,0.013106145228924136
STVMD,IMF7,background_dynamic_mode,59.94871349095966,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,73.5,70.65944741234591,0.015125018539291768,0.09150647432556788,0.0002287661858139197,0.01911564940827678,0.009602912526384072
STVMD,IMF8,background_dynamic_mode,80.04607093184978,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,80.0,79.936161841507,0.04315866336137726,0.7450680892562753,0.0018626702231406883,0.05950717750828055,0.013976256539789685
STVMD,IMF9,background_dynamic_mode,90.49461057023645,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,84.0,87.62490658504382,0.012603833725445872,0.0635426498314747,0.00015885662457868676,0.015689141002882528,0.008438395680507587
STVMD,IMF10,background_dynamic_mode,97.83988178025034,112,11200,11599,56.0,57.995,57.0,stable_43deg,stable_43deg,0.0,42.97074676407657,0.06509562104259971,96.5,96.89594027640821,0.015484467019354903,0.09590748754939588,0.0002397687188734897,0.019874295710405106,0.009320006388923323
STVMD,IMF1,angle_position_mode,0.008692628650904,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,,,0.12361632208936006,6.112398034760163,0.015280995086900409,0.1282504773668248,0.004411850686647834
STVMD,IMF2,background_dynamic_mode,2.1905424200278163,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,1.5,2.267296922008397,0.029403140155461437,0.3458178604006835,0.0008645446510017088,0.037966972518153355,0.017524866961525505
STVMD,IMF3,background_dynamic_mode,17.793810848400554,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,18.0,17.5800547548726,0.10606308341070796,4.499751065034717,0.011249377662586792,0.14268775745804357,0.04672668105302085
STVMD,IMF4,background_dynamic_mode,20.07127955493741,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,20.0,20.501167271660748,0.0296533933572317,0.35172949503948525,0.0008793237375987131,0.0391300023459185,0.01501541088158897
STVMD,IMF5,background_dynamic_mode,39.90785813630041,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,37.5,37.01112569895625,0.026148515672751373,0.2734979487552497,0.0006837448718881242,0.032518584620262275,0.017547457444819815
STVMD,IMF6,background_dynamic_mode,59.97479137691238,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,57.5,57.10690595442051,0.01984867191636295,0.1575879107373661,0.00039396977684341526,0.02512752592519374,0.012423315984100972
STVMD,IMF7,background_dynamic_mode,59.94871349095966,113,11300,11699,56.5,58.495,57.5,stable_43deg,stable_43deg,0.0,42.94006459594115,0.07795426417794922,69.0,70.00958367606151,0.015740977343203292,0.09911134708769573,0.0002477783677192393,0.01990428217452296,0.009989977327981216
