method,mode,algorithm_center_frequency_hz,spectral_centroid_hz,peak_frequency_hz,energy_nm2,energy_ratio,rms_nm,standard_deviation_nm,stable_rms_nm,stable_10deg_rms_nm,stable_43deg_rms_nm,mean_transition_rms_nm,transition_rms_std_nm,transition_to_stable_rms_ratio,transition_response_cv,motion_sensitivity_rank,motion_sensitive_candidate,nearest_welch_peak_hz,welch_frequency_difference_hz,nearest_welch_psd_nm2_per_hz,welch_psd_supported,angle_component_correlation,physical_role_candidate
IOVMD,IMF11,,90.92518425291249,90.29468011126565,18.801165827107614,0.017897691008748846,0.02021333425854784,0.02021333425854784,0.020359073411478436,0.023749261867328026,0.015998731082864957,0.01907564866394062,0.0010278765335488681,0.9369605521037891,0.05388422441916159,6,False,90.478515625,0.18383551373435125,0.00033398266966841667,True,4.88120017418575e-07,background_dynamic_mode
IOVMD,IMF8,,56.98892263367685,59.97479137691238,16.05915348107888,0.015287443848403118,0.01868129128693273,0.01868129128693273,0.01892147973113606,0.015094502416734134,0.02227179954356607,0.017157326989102786,0.001293859130532811,0.9067645465840344,0.0754114630649966,7,False,59.9609375,0.013853876912378382,0.001726546385654018,True,1.3516202346737093e-06,background_dynamic_mode
IOVMD,IMF3,,15.903008766327819,15.946627260083448,55.20942887231746,0.052556384418542657,0.03463795112357092,0.03463795112357092,0.035175141951090005,0.041500174503308195,0.026891224777832238,0.029873082963295553,0.008530539551925469,0.8492668772974109,0.28555939681239817,8,False,15.91796875,0.028658510083447553,0.0013224991107917232,True,9.452407270922484e-06,background_dynamic_mode
IOVMD,IMF2,,5.168640908601382,5.4242002781641165,17.491530777225368,0.01665098941201995,0.01949662673273757,0.01949662673273757,0.020000683341113958,0.018649470560658438,0.021339963495596394,0.015977078892782517,0.0012957038962824313,0.7988266510844364,0.08109767154418536,9,False,2.24609375,3.1781065281641165,0.0004409101123336271,False,0.00015711805258063023,background_dynamic_mode
IOVMD,IMF4,,17.738952567249658,17.793810848400554,142.67323010923653,0.135817183423464,0.05568225497778833,0.05568225497778833,0.05877970558657806,0.028082405714098438,0.07925852446613413,0.030741300828454374,0.008131794279422603,0.5229917455638604,0.26452342810085955,10,False,17.822265625,0.028454776599446063,0.013252133599626171,True,4.686909136881769e-06,background_dynamic_mode
IOVMD,IMF1,,0.036370109123680695,0.008692628650904033,628.0330490748568,0.597853428823962,0.11682527633289294,0.11682527633289294,0.12343471534363791,0.11894976922275455,0.12801802710164875,0.0630425928468382,0.0035301705395944624,0.5107363246338741,0.0559965950031749,11,False,2.24609375,2.237401121349096,0.0004409101123336271,False,0.988657405852632,angle_position_mode
AVMD,IMF3,37.27417124670231,37.274465533008325,39.90785813630041,42.600167724405964,0.03856479441415617,0.030426445672083052,0.030426445672083052,0.02996931147083283,0.02755219309041256,0.032335137615609445,0.03271264417166922,0.0015496930142815512,1.091538062311043,0.047372905906018205,1,False,39.892578125,0.0152800113004119,0.0017913139993125892,True,6.655638119151827e-05,background_dynamic_mode
AVMD,IMF4,52.46440568321319,52.46775248958268,54.08118915159944,16.024970368594026,0.014506977807125303,0.018661398430713103,0.018661398430713103,0.018678924154329517,0.016326380946120315,0.02088560345051009,0.01829012869819101,0.0011904621741831616,0.9791853399624942,0.06508768712496212,2,False,57.71484375,3.633654598400561,0.00023253338266146276,False,5.476461358346459e-05,background_dynamic_mode
AVMD,IMF6,79.82512151821443,79.82568331690227,80.04607093184978,89.28572735186435,0.08082798503796415,0.044049054237736536,0.044049054237736536,0.044328827047620416,0.04299387427877124,0.04570153389607486,0.04313803472972635,0.006338756387077038,0.973137292430159,0.14694124168593567,3,False,80.078125,0.03205406815021661,0.015522270687678056,True,1.0018147411409468e-05,background_dynamic_mode
AVMD,IMF7,91.49632826821723,91.49650093217261,90.29468011126565,23.37720843529668,0.021162762623763008,0.02253937620159525,0.02253937620159525,0.02278104917318388,0.02521274009572351,0.019880856207999804,0.020830965864078867,0.0010510250422134896,0.9143988806538065,0.05045493565067363,4,False,90.478515625,0.18383551373435125,0.00033398266966841667,True,1.4905458460912695e-05,background_dynamic_mode
AVMD,IMF5,61.282182241609796,61.28309215154356,59.97479137691238,17.02997705670966,0.015416783528144256,0.019237675696884015,0.019237675696884015,0.019894088552216194,0.01618899002538339,0.023184256476622287,0.014638920150532041,0.0015874846340813654,0.7358427158956778,0.10844274152445905,5,False,59.9609375,0.013853876912378382,0.001726546385654018,True,3.895018252667401e-05,background_dynamic_mode
AVMD,IMF2,17.596508852962696,17.596882198966025,17.793810848400554,266.3444667824648,0.24111453436670785,0.07607945752571799,0.07607945752571799,0.07882417306368995,0.06168566221673348,0.09362834113742688,0.057021882910284524,0.00615106619919404,0.7234060402284292,0.10787202886428367,6,False,17.822265625,0.028454776599446063,0.013252133599626171,True,0.00011958365648975731,background_dynamic_mode
AVMD,IMF1,0.16736767638214733,0.16766731712057617,0.008692628650904033,649.976269328587,0.5884061622221393,0.11884866786352079,0.11884866786352079,0.12539780055441938,0.1207831398986144,0.13011149280631687,0.06620959613474764,0.003984257592842036,0.5279964707675577,0.060176437033891424,7,False,2.24609375,2.237401121349096,0.0004409101123336271,False,0.9716308599007929,angle_position_mode
SVMD,IMF5,37.897214992500935,37.89727555595496,39.90785813630041,44.2346272934844,0.03959607199917624,0.031004644352637077,0.031004644352637077,0.030478573852208934,0.0283464726674278,0.03258696746581327,0.03360059505988198,0.0017790688510540074,1.102433310128339,0.0529475400028896,1,True,39.892578125,0.0152800113004119,0.0017913139993125892,True,6.372187878345018e-07,angle_movement_response_candidate
SVMD,IMF9,79.99990396485869,80.00040159509462,80.04607093184978,89.23921320713362,0.07988136280329815,0.044037578881804554,0.044037578881804554,0.0443605796591459,0.042915873885409635,0.04584251344051437,0.042877412332832945,0.00650362048148822,0.9665656459471583,0.1516794071201005,2,False,80.078125,0.03205406815021661,0.015522270687678056,True,1.8245020700848182e-07,background_dynamic_mode
SVMD,IMF8,69.687950343786,69.68826052200015,72.63125869262865,7.57200510900498,0.006777985434014365,0.012827765642867079,0.012827765642867079,0.01289154197447473,0.01149927149602791,0.014219479802932273,0.012321883116207482,0.000555579615484239,0.9558114258639203,0.04508885616302043,3,False,80.078125,7.4468663073713515,0.015522270687678056,False,9.470355385417922e-07,background_dynamic_mode
SVMD,IMF10,91.30977064288997,91.30990732932,90.29468011126565,18.357659221324226,0.01643262847997284,0.019973502103462954,0.019973502103462954,0.02017452379422513,0.0225747067276741,0.017269397257168653,0.018524165797213846,0.0009374556900367286,0.9181959379143365,0.05060717444980528,4,False,90.478515625,0.18383551373435125,0.00033398266966841667,True,2.39657932998283e-07,background_dynamic_mode
SVMD,IMF7,57.143037126065224,57.14328550500166,59.97479137691238,27.20899485956828,0.02435579059673403,0.024316542120467282,0.024316542120467282,0.02471325178683707,0.020155149941809343,0.02876741770323846,0.021630262208606105,0.0013848457109950608,0.875249537987824,0.06402352859338216,5,False,59.9609375,0.013853876912378382,0.001726546385654018,True,6.944389073237613e-07,background_dynamic_mode
SVMD,IMF6,47.33521575227103,47.33889116076478,46.31867176634214,4.314558435219424,0.0038621228864918126,0.009683085028799969,0.009683085028799969,0.009854960622320198,0.008505452693766853,0.011108038892089413,0.00852435532137143,0.0011006186259330984,0.864981165126595,0.12911458807608667,6,False,39.892578125,6.426093641342142,0.0017913139993125892,False,1.923490209737441e-06,background_dynamic_mode
SVMD,IMF4,27.588106990587384,27.592715246281305,29.263734353268426,6.499370533113635,0.005817830042311639,0.011884508246976924,0.011884508246976924,0.012143383176882053,0.009935075286059554,0.014112095079896378,0.010204772706810923,0.0010015718853431646,0.8403566418161009,0.0981473977048669,7,False,35.9375,6.6737656467315745,0.0002682518038629559,False,1.6516181330525743e-06,background_dynamic_mode
SVMD,IMF2,8.693699297342034,8.699294354684676,8.344923504867872,6.734881557855749,0.006028644783225306,0.012097915563255316,0.012097915563255316,0.012406261550772511,0.010986270860671775,0.013752492030818988,0.009930065110529268,0.0010754724533627534,0.8004075256587483,0.10830467286889796,8,False,2.24609375,6.098829754867872,0.0004409101123336271,False,1.2095701357316493e-06,background_dynamic_mode
SVMD,IMF3,17.65940356542186,17.659703684445482,17.793810848400554,263.29645040588406,0.23568651631737744,0.07564288248869686,0.07564288248869686,0.07831773315216513,0.06193644218418252,0.09257129705994266,0.05715766752953903,0.0060937128712470956,0.7298176955464999,0.10661234327131783,9,False,17.822265625,0.028454776599446063,0.013252133599626171,True,3.4888762418665743e-07,background_dynamic_mode
SVMD,IMF1,0.1397972025054315,0.1400609158529874,0.008692628650904033,649.6890941059479,0.5815610466573982,0.1188224098561089,0.1188224098561089,0.12536032230221947,0.12079242012074284,0.13002792936088012,0.06630282856728716,0.004006192106150061,0.5288980384674168,0.060422642483259674,10,False,2.24609375,2.237401121349096,0.0004409101123336271,False,0.9721085660487244,angle_position_mode
STVMD,IMF5,37.97459981279533,37.94209874038249,39.90785813630041,32.01376655397581,0.030082493015940088,0.026376304914185925,0.026376304912994777,0.025997521541497648,0.023849855767746793,0.028095688221995242,0.02831313189741782,0.0016353128486192765,1.0890704274337735,0.057758105127479926,1,False,39.892578125,0.0152800113004119,0.0017913139993125892,True,3.857018395015094e-06,background_dynamic_mode
STVMD,IMF7,69.89185171455125,70.07048363614655,59.94871349095966,9.380521660877669,0.008814629071323127,0.014277726652882376,0.01427772664922777,0.014160984633621842,0.013275501602588011,0.015042929428111074,0.01449878620407605,0.0015829522458492016,1.0238543843661798,0.10917825972246982,2,False,59.9609375,0.012224009040338046,0.001726546385654018,True,-3.242577649620499e-06,background_dynamic_mode
STVMD,IMF8,80.02939867698352,80.03872106981267,80.04607093184978,83.24421409234985,0.07822239488216479,0.04253266510698423,0.04253266510697036,0.04277956861530268,0.04199870808618725,0.04359213768105753,0.041813661213534595,0.006591665733444237,0.9774212916812165,0.15764383079926414,3,False,80.078125,0.03205406815021661,0.015522270687678056,True,-1.5253399953037638e-06,background_dynamic_mode
STVMD,IMF4,20.390789569132902,20.333914138559695,20.071279554937412,43.63554424940508,0.04100317133619043,0.03079397595878816,0.030793975940658445,0.03092871635336382,0.03039734641151838,0.03148226372567076,0.030039396369514255,0.0013688874731881044,0.9712461398756674,0.045569739696145216,4,False,20.068359375,0.002920179937412115,0.006101068512470533,True,5.6190249034882155e-06,background_dynamic_mode
STVMD,IMF6,56.291066929303575,56.52861294004327,59.97479137691238,17.716866837933658,0.016648073010024814,0.019621808293304267,0.01962180829323641,0.019703031411010163,0.015897434282462215,0.023061695105837943,0.018925152360240546,0.0013215453030177705,0.9605198289266723,0.06983010111951128,5,False,59.9609375,0.013853876912378382,0.001726546385654018,True,-3.857137344894791e-06,background_dynamic_mode
STVMD,IMF9,89.84320550818003,90.30866871618623,90.49461057023643,17.198891333804244,0.016161345075055664,0.019332846115614474,0.019332846109010978,0.01945039226814441,0.023225621144219492,0.014405299366802326,0.018339041481571134,0.0012856293546122553,0.9428622944333293,0.07010341057923698,6,False,90.478515625,0.016094945236432068,0.00033398266966841667,True,1.1899810170293814e-05,background_dynamic_mode
STVMD,IMF2,3.4807378000624967,3.415771815204959,2.1905424200278163,31.409850952793338,0.029515009435894652,0.026126335865983806,0.026126332381348965,0.026378948415633433,0.025621013813992382,0.027159395669622534,0.024564806700587073,0.002301854443147684,0.9312276711541912,0.09370537579246048,7,False,2.24609375,0.055551329972183705,0.0004409101123336271,True,0.0010271718489207756,background_dynamic_mode
STVMD,IMF10,96.71409372882103,96.72031188420434,97.83988178025034,4.723783581688579,0.004438814981841343,0.010131892284126422,0.010131892280703006,0.010407578863330248,0.00820451757832972,0.012320239223598452,0.008265560967046804,0.001484699620791372,0.7941867244618493,0.1796247861107725,8,False,90.478515625,7.361366155250337,0.00033398266966841667,False,-7.102559094603769e-06,background_dynamic_mode
STVMD,IMF3,17.023872398492884,17.19328272752816,17.793810848400554,207.3460242892197,0.19483759641486978,0.0671264104393255,0.06712641043414413,0.07006969679582618,0.05277922912568234,0.08462668949877886,0.045686871377839264,0.0072907754915365166,0.6520203949356969,0.15958141303308684,9,False,17.822265625,0.028454776599446063,0.013252133599626171,True,1.3783434753740839e-05,background_dynamic_mode
STVMD,IMF1,0.008692628650904033,0.014003587460110637,0.008692628650904033,617.529788052943,0.5802764727766951,0.115844261062166,0.115844261062166,0.12251373553692185,0.11788873497548136,0.12723353658064052,0.06106083919476319,0.0037034426728680923,0.49839994615429245,0.06065168316890247,10,False,2.24609375,2.237401121349096,0.0004409101123336271,False,0.9967547233386581,angle_position_mode
