method,mode,physical_role_candidate,global_peak_frequency_hz,window_index,start_sample,end_sample,start_time_s,end_time_s,center_time_s,angle_state_label,dominant_state_label,moving_fraction,estimated_angle_mean_deg,angle_velocity_rms_deg_s,local_peak_frequency_hz,local_spectral_centroid_hz,rms_nm,energy_nm2,mean_square_nm2,envelope_mean_nm,envelope_std_nm
SVMD,IMF1,angle_position_mode,0.008692628650904,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,,,0.13162400034206823,6.9299509864195095,0.017324877466048775,0.13410900641675774,0.02146137693354969
SVMD,IMF2,background_dynamic_mode,8.344923504867872,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,7.5,9.116349551518521,0.01012394735586032,0.04099772402569246,0.00010249431006423115,0.012119489446253538,0.008206086367256445
SVMD,IMF3,background_dynamic_mode,17.793810848400554,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,16.5,17.259425685244207,0.062284006319642475,1.5517189772901054,0.0038792974432252636,0.08096325073089282,0.034729218811075394
SVMD,IMF4,background_dynamic_mode,29.263734353268426,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,28.5,27.700838270904786,0.008624910780516986,0.02975563438875125,7.438908597187812e-05,0.010499801033353618,0.006258828265909684
SVMD,IMF5,angle_movement_response_candidate,39.90785813630041,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,40.0,37.76714572112036,0.030710676540636802,0.3772582614334479,0.0009431456535836197,0.038978245890244276,0.019145963576374707
SVMD,IMF6,background_dynamic_mode,46.31867176634214,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,46.0,46.91494797284001,0.008354082294080726,0.02791627639050923,6.979069097627307e-05,0.009249861010802014,0.007311603280575012
SVMD,IMF7,background_dynamic_mode,59.97479137691238,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,60.0,58.69847093822049,0.017110414473795327,0.11710651338602585,0.0002927662834650646,0.021882628945450705,0.010333870701342642
SVMD,IMF8,background_dynamic_mode,72.63125869262865,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,72.5,69.20552280609638,0.009729631563056196,0.037866292141127744,9.466573035281936e-05,0.012001972334478986,0.006715700988749858
SVMD,IMF9,background_dynamic_mode,80.04607093184978,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,80.0,80.130804362813,0.04031529872031462,0.6501293243632807,0.0016253233109082019,0.05550427120548596,0.013023061324762684
SVMD,IMF10,background_dynamic_mode,90.29468011126563,0,0,399,0.0,1.995,1.0,stable_10deg,stable_10deg,0.0,14.528467559293118,3.2641386684363827,90.5,90.92781334547118,0.026752043569766227,0.2862687340634682,0.0007156718351586705,0.034452119224239464,0.0157116402615225
SVMD,IMF1,angle_position_mode,0.008692628650904,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,,,0.12552770158322163,6.302881545906536,0.01575720386476634,0.1282234670979087,0.021284188951110224
SVMD,IMF2,background_dynamic_mode,8.344923504867872,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,11.5,9.374094461190573,0.01158092053324939,0.05364708815897494,0.00013411772039743735,0.013921697383397373,0.00859948363915305
SVMD,IMF3,background_dynamic_mode,17.793810848400554,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,16.5,17.160092567581472,0.06419083589372616,1.6481853650941132,0.004120463412735283,0.08407478355243306,0.0336062020250664
SVMD,IMF4,background_dynamic_mode,29.263734353268426,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,28.5,27.689884799889366,0.00903491433910421,0.03265187084598034,8.162967711495085e-05,0.01058912393780782,0.007151283762809709
SVMD,IMF5,angle_movement_response_candidate,39.90785813630041,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,40.0,37.744833481983086,0.029833259053983163,0.35600933831282733,0.0008900233457820683,0.03765381821231393,0.01904784596890683
SVMD,IMF6,background_dynamic_mode,46.31867176634214,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,46.0,47.23711246291843,0.006557498185595381,0.017200312981634686,4.3000782454086713e-05,0.007632490641525547,0.0052644089693285
SVMD,IMF7,background_dynamic_mode,59.97479137691238,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,60.0,57.55807433911743,0.01620751249289513,0.10507338448294068,0.0002626834612073517,0.020630594129543028,0.009961438064138064
SVMD,IMF8,background_dynamic_mode,72.63125869262865,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,72.5,70.65981146046981,0.010236501132511693,0.04191438217436527,0.00010478595543591319,0.012676859360179905,0.007015140019165777
SVMD,IMF9,background_dynamic_mode,80.04607093184978,1,100,499,0.5,2.495,1.5,stable_10deg,stable_10deg,0.0,12.986225055331623,2.942640810697979,80.0,80.10911784817509,0.04059239008773755,0.6590968532140216,0.001647742133035054,0.05564444238090838,0.013786551001293763
