method,mode,event_id,direction,start_time_s,end_time_s,duration_s,peak_frequency_hz,pre_event_rms_nm,post_event_rms_nm,expected_baseline_rms_nm,event_rms_nm,corrected_response_ratio,excess_percent
AVMD,IMF6,2,43_to_10,87.79,94.25,6.459999999999994,80.04607093184978,0.04160115784688831,0.036355314199043844,0.0390663871167588,0.03910288870328767,1.0009343476380292,0.09343476380292426
AVMD,IMF7,2,43_to_10,87.79,94.25,6.459999999999994,90.29468011126563,0.020922784136186656,0.022166786264016494,0.02155376196031744,0.019302537967817,0.8955530827219322,-10.444691727806777
AVMD,IMF1,3,10_to_43,131.24,137.695,6.454999999999984,0.008692628650904,0.12449430236062957,0.13375710102962027,0.12920873305645383,0.06765281385870436,0.5235931988369975,-47.640680116300246
AVMD,IMF2,3,10_to_43,131.24,137.695,6.454999999999984,17.793810848400554,0.05839819117208653,0.06351249866885313,0.06100895925736086,0.06347273209287008,1.0403837873240225,4.038378732402248
AVMD,IMF3,3,10_to_43,131.24,137.695,6.454999999999984,39.90785813630041,0.02791485305290155,0.030684138930822672,0.02933219564651711,0.031339507383734984,1.0684337361378613,6.84337361378613
AVMD,IMF4,3,10_to_43,131.24,137.695,6.454999999999984,54.08118915159944,0.013130495389615544,0.019233554043794475,0.016467232771966846,0.018911878442874626,1.14845515969565,14.845515969565003
AVMD,IMF5,3,10_to_43,131.24,137.695,6.454999999999984,59.97479137691238,0.015252766391387002,0.01824206339636741,0.01681397870147504,0.016970754508823908,1.0093241350029254,0.9324135002925393
AVMD,IMF6,3,10_to_43,131.24,137.695,6.454999999999984,80.04607093184978,0.04219847207186498,0.04482231427749105,0.04353016713952605,0.04718933848941646,1.084060585803904,8.406058580390408
AVMD,IMF7,3,10_to_43,131.24,137.695,6.454999999999984,90.29468011126563,0.02688883685411201,0.019109154039320408,0.023325622343953953,0.020988017192834472,0.8997838035508882,-10.021619644911183
AVMD,IMF1,4,43_to_10,183.66,196.315,12.655,0.008692628650904,0.13440770736014115,0.12290372789168975,0.12878423453102453,0.06438647285080829,0.4999561715397499,-50.00438284602501
AVMD,IMF2,4,43_to_10,183.66,196.315,12.655,17.793810848400554,0.10030102183950443,0.05964065764738749,0.0825145533426123,0.05273070546740483,0.6390473356676774,-36.09526643323227
AVMD,IMF3,4,43_to_10,183.66,196.315,12.655,39.90785813630041,0.033247422447196515,0.026864373973383687,0.030224871284789297,0.03455270064429934,1.1431876853579201,14.318768535792014
AVMD,IMF4,4,43_to_10,183.66,196.315,12.655,54.08118915159944,0.020890425596405988,0.020250895456634728,0.020573145704953867,0.019572899156934984,0.9513809622328183,-4.861903776718169
AVMD,IMF5,4,43_to_10,183.66,196.315,12.655,59.97479137691238,0.024213551169916244,0.017784702595860704,0.021243725034482144,0.014160915774053314,0.666592876299602,-33.3407123700398
AVMD,IMF6,4,43_to_10,183.66,196.315,12.655,80.04607093184978,0.04598152433768712,0.04678456794590076,0.04638478402613252,0.03650259207875942,0.7869518602952724,-21.304813970472757
AVMD,IMF7,4,43_to_10,183.66,196.315,12.655,90.29468011126563,0.01940212607986088,0.019855914038098756,0.019630331361278456,0.021596863621061765,1.1001782508706077,10.017825087060771
SVMD,IMF1,1,10_to_43,31.015,37.76,6.744999999999997,0.008692628650904,0.12324496090051706,0.14163699543903177,0.13275985625249503,0.06190335656755268,0.46628068389754146,-53.37193161024585
SVMD,IMF2,1,10_to_43,31.015,37.76,6.744999999999997,8.344923504867872,0.011409216741609137,0.009837302058154399,0.01065229408250596,0.008371979606351786,0.7859320763684992,-21.406792363150085
SVMD,IMF3,1,10_to_43,31.015,37.76,6.744999999999997,17.793810848400554,0.06032914873625051,0.06653366396435825,0.06350722253320004,0.06184198783972835,0.9737788140144037,-2.6221185985596307
SVMD,IMF4,1,10_to_43,31.015,37.76,6.744999999999997,29.263734353268426,0.009247937918113827,0.010862525997511916,0.010087587094640367,0.009554618020467486,0.9471658515388628,-5.283414846113721
SVMD,IMF5,1,10_to_43,31.015,37.76,6.744999999999997,39.90785813630041,0.028375451845588658,0.03031694825189226,0.029362251435722995,0.032482086892711245,1.106253277743973,10.62532777439731
SVMD,IMF6,1,10_to_43,31.015,37.76,6.744999999999997,46.31867176634214,0.008582447582651562,0.00976751294959261,0.009194093640196976,0.007749914219504525,0.8429231333496066,-15.707686665039343
SVMD,IMF7,1,10_to_43,31.015,37.76,6.744999999999997,59.97479137691238,0.018537676574646514,0.024302945490564613,0.021613405704603253,0.01981012130342634,0.9165663928293889,-8.34336071706111
SVMD,IMF8,1,10_to_43,31.015,37.76,6.744999999999997,72.63125869262865,0.011634140693987402,0.01068050567685419,0.011167507134558014,0.012448131084999772,1.1146741107940596,11.467411079405965
SVMD,IMF9,1,10_to_43,31.015,37.76,6.744999999999997,80.04607093184978,0.03944189578292535,0.04611034958187877,0.04290587070270344,0.04952457376751965,1.1542610126869928,15.426101268699277
SVMD,IMF10,1,10_to_43,31.015,37.76,6.744999999999997,90.29468011126563,0.024571131487218557,0.015001322912771892,0.020356573774771607,0.019158734479102137,0.9411571264927705,-5.88428735072295
SVMD,IMF1,2,43_to_10,87.79,94.25,6.459999999999994,0.008692628650904,0.1426760873892591,0.11285059008641071,0.1286307148303985,0.07118624256521554,0.5534155870864563,-44.658441291354364
SVMD,IMF2,2,43_to_10,87.79,94.25,6.459999999999994,8.344923504867872,0.013095516286523333,0.011683288460016279,0.01240950796870181,0.010290214774002243,0.8292202075985071,-17.07797924014929
SVMD,IMF3,2,43_to_10,87.79,94.25,6.459999999999994,17.793810848400554,0.0635531299464037,0.055875425888490295,0.05983754483685242,0.05101589141951981,0.8525732724932995,-14.74267275067005
SVMD,IMF4,2,43_to_10,87.79,94.25,6.459999999999994,29.263734353268426,0.011948855014698442,0.010452400400415764,0.01122559152768565,0.009732265819028852,0.8669713123826203,-13.302868761737974
SVMD,IMF5,2,43_to_10,87.79,94.25,6.459999999999994,39.90785813630041,0.03908748527438711,0.029851776886833308,0.03477757961946679,0.03429769079984756,0.9862012013236651,-1.3798798676334934
SVMD,IMF6,2,43_to_10,87.79,94.25,6.459999999999994,46.31867176634214,0.009868198631630081,0.008447740973912835,0.009185468735879285,0.007752585893622871,0.8440054739221482,-15.59945260778518
SVMD,IMF7,2,43_to_10,87.79,94.25,6.459999999999994,59.97479137691238,0.02626944895304505,0.02049673362382601,0.02356056066334924,0.02149197619111449,0.9122013902049184,-8.779860979508157
SVMD,IMF8,2,43_to_10,87.79,94.25,6.459999999999994,72.63125869262865,0.013322732549349322,0.012006755775107326,0.012681825318631483,0.011532391154560614,0.9093636653091113,-9.063633469088872
SVMD,IMF9,2,43_to_10,87.79,94.25,6.459999999999994,80.04607093184978,0.04143887428676257,0.03613564432345963,0.03887778988590846,0.03884196210340063,0.9990784511513393,-0.09215488486606915
SVMD,IMF10,2,43_to_10,87.79,94.25,6.459999999999994,90.29468011126563,0.018324987530877256,0.019909491186905427,0.019133648467141228,0.017263428528346135,0.9022549232046948,-9.774507679530519
SVMD,IMF1,3,10_to_43,131.24,137.695,6.454999999999984,0.008692628650904,0.12468752606979283,0.1337118924771258,0.12927847722498073,0.06761464962212127,0.5230155171494855,-47.698448285051455
SVMD,IMF2,3,10_to_43,131.24,137.695,6.454999999999984,8.344923504867872,0.009157752461518487,0.010144519525510902,0.009663739093899417,0.010841330674305545,1.1218567232583427,12.185672325834274
SVMD,IMF3,3,10_to_43,131.24,137.695,6.454999999999984,17.793810848400554,0.058599477981715525,0.06315965663245564,0.060922249817530784,0.06291996525678943,1.0327912289063854,3.2791228906385417
SVMD,IMF4,3,10_to_43,131.24,137.695,6.454999999999984,29.263734353268426,0.009101479119353459,0.012668441069001921,0.01103010247637803,0.011697041285658061,1.0604653320953583,6.0465332095358315
SVMD,IMF5,3,10_to_43,131.24,137.695,6.454999999999984,39.90785813630041,0.029177658640560787,0.030940344878118618,0.030071919667041647,0.0318530545164638,1.0592291702406431,5.922917024064311
SVMD,IMF6,3,10_to_43,131.24,137.695,6.454999999999984,46.31867176634214,0.00680003253547384,0.009477971960739346,0.008248405754206808,0.010085912711687602,1.2227711647846176,22.277116478461757
SVMD,IMF7,3,10_to_43,131.24,137.695,6.454999999999984,59.97479137691238,0.01755122553418562,0.02432323993800557,0.021209261170932362,0.023111291864738204,1.0896792527790928,8.967925277909284
SVMD,IMF8,3,10_to_43,131.24,137.695,6.454999999999984,72.63125869262865,0.009711058863013702,0.012078779403594614,0.01095905050909107,0.01247071599470538,1.1379376328597364,13.793763285973636
SVMD,IMF9,3,10_to_43,131.24,137.695,6.454999999999984,80.04607093184978,0.04222538801079624,0.044898065466127464,0.04358221928299982,0.047184537520252263,1.0826556861150392,8.265568611503916
SVMD,IMF10,3,10_to_43,131.24,137.695,6.454999999999984,90.29468011126563,0.02403116240060226,0.017080505569109835,0.020847547059792332,0.018363810501346393,0.8808619282008384,-11.913807179916159
