time,CH1
37:47.783,1549.926188
37:47.793,1549.926188
37:47.805,1549.927791
37:47.806,1549.927791
37:47.807,1549.927791
37:47.807,1549.926188
37:47.813,1549.926188
37:47.818,1549.926188
37:47.823,1549.926188
37:47.827,1549.926989
37:47.850,1549.926989
37:47.851,1549.926989
37:47.851,1549.925387
37:47.851,1549.926989
37:47.853,1549.926989
37:47.857,1549.926989
37:47.863,1549.927791
37:47.868,1549.926989
37:47.873,1549.926989
37:47.882,1549.926989
37:47.895,1549.926188
37:47.897,1549.925387
37:47.897,1549.926188
37:47.898,1549.926989
37:47.903,1549.926989
37:47.908,1549.925387
37:47.913,1549.926989
37:47.918,1549.926989
37:47.922,1549.926188
37:47.942,1549.925387
37:47.942,1549.925387
37:47.943,1549.925387
37:47.943,1549.925387
37:47.948,1549.926188
37:47.953,1549.926989
37:47.957,1549.925387
37:47.962,1549.926188
37:47.972,1549.926188
37:47.985,1549.927791
37:47.986,1549.926188
37:47.986,1549.926989
37:47.987,1549.927791
37:47.992,1549.926989
37:47.998,1549.926989
37:48.003,1549.926188
37:48.008,1549.926188
37:48.018,1549.926188
37:48.031,1549.926188
37:48.031,1549.926989
37:48.031,1549.926188
37:48.032,1549.926989
37:48.038,1549.926989
37:48.043,1549.926989
37:48.048,1549.926188
37:48.053,1549.926188
37:48.062,1549.926188
37:48.076,1549.926188
37:48.076,1549.927791
37:48.077,1549.926989
37:48.077,1549.927791
37:48.082,1549.926188
37:48.087,1549.926188
37:48.092,1549.926188
37:48.097,1549.926188
37:48.108,1549.927791
37:48.121,1549.926989
37:48.121,1549.927791
37:48.121,1549.926188
37:48.123,1549.925387
37:48.128,1549.926188
37:48.133,1549.926989
37:48.138,1549.927791
37:48.143,1549.926989
37:48.152,1549.927791
37:48.166,1549.925387
37:48.166,1549.926188
37:48.166,1549.927791
37:48.167,1549.927791
37:48.172,1549.927791
37:48.178,1549.926989
37:48.183,1549.927791
37:48.187,1549.925387
37:48.211,1549.926188
37:48.211,1549.925387
37:48.211,1549.926188
37:48.212,1549.926188
37:48.213,1549.925387
37:48.217,1549.927791
37:48.223,1549.926989
37:48.228,1549.926989
37:48.233,1549.929393
37:48.237,1549.926989
37:48.290,1549.926989
37:48.290,1549.926188
37:48.290,1549.926989
37:48.291,1549.925387
37:48.291,1549.926188
37:48.291,1549.926188
37:48.292,1549.926989
37:48.292,1549.926188
37:48.292,1549.925387
37:48.293,1549.926989
37:48.293,1549.926188
37:48.297,1549.926989
37:48.303,1549.926989
37:48.308,1549.926989
37:48.312,1549.925387
37:48.337,1549.926188
37:48.337,1549.927791
37:48.338,1549.926188
37:48.338,1549.925387
37:48.338,1549.926989
37:48.342,1549.926989
37:48.348,1549.928592
37:48.353,1549.926989
37:48.357,1549.926989
37:48.368,1549.926188
37:48.380,1549.925387
37:48.381,1549.926989
37:48.381,1549.926188
37:48.383,1549.926989
37:48.388,1549.926989
37:48.393,1549.926188
37:48.398,1549.926989
37:48.403,1549.925387
37:48.407,1549.926188
37:48.427,1549.926188
37:48.427,1549.927791
37:48.427,1549.928592
37:48.428,1549.926188
37:48.433,1549.924585
37:48.437,1549.926188
37:48.442,1549.926188
37:48.447,1549.925387
37:48.457,1549.926989
37:48.471,1549.927791
37:48.472,1549.926989
37:48.472,1549.926989
37:48.473,1549.925387
37:48.477,1549.926989
37:48.482,1549.926989
37:48.487,1549.927791
37:48.493,1549.925387
37:48.502,1549.926188
37:48.516,1549.926989
37:48.516,1549.926989
37:48.517,1549.926989
37:48.517,1549.926188
37:48.522,1549.925387
37:48.527,1549.926989
37:48.533,1549.926989
37:48.538,1549.926989
37:48.548,1549.926188
37:48.561,1549.927791
37:48.561,1549.926989
37:48.561,1549.926188
37:48.562,1549.926188
37:48.568,1549.926188
37:48.573,1549.926989
37:48.577,1549.927791
37:48.582,1549.927791
37:48.593,1549.926989
37:48.606,1549.926188
37:48.606,1549.926188
37:48.607,1549.926989
37:48.608,1549.926188
37:48.613,1549.926188
37:48.617,1549.926188
37:48.622,1549.926188
37:48.627,1549.926188
37:48.638,1549.926989
37:48.651,1549.926989
37:48.651,1549.925387
37:48.652,1549.925387
37:48.652,1549.926989
37:48.658,1549.927791
37:48.663,1549.926989
37:48.668,1549.926989
37:48.672,1549.926989
37:48.695,1549.926188
37:48.695,1549.926188
37:48.695,1549.926188
37:48.696,1549.926188
37:48.697,1549.926188
37:48.702,1549.927791
37:48.707,1549.926989
37:48.713,1549.926188
37:48.717,1549.926188
37:48.722,1549.926989
37:48.741,1549.928592
37:48.742,1549.926188
37:48.742,1549.926989
37:48.742,1549.926989
37:48.748,1549.926188
37:48.753,1549.927791
37:48.758,1549.925387
37:48.763,1549.926989
37:48.772,1549.926188
