time,CH1
26:46.758,1549.835645
26:46.764,1549.712267
26:46.768,1549.793983
26:46.773,1549.937406
26:46.802,1549.930195
26:46.808,1549.979076
26:46.809,1549.966255
26:46.809,1550.021550
26:46.810,1549.939009
26:46.811,1549.823627
26:46.811,1549.729090
26:46.814,1549.765942
26:46.818,1549.836446
26:46.823,1549.966255
26:46.828,1549.796386
26:46.834,1549.951029
26:46.862,1550.028763
26:46.867,1549.964652
26:46.867,1550.096085
26:46.867,1549.850868
26:46.869,1550.013536
26:46.870,1549.815615
26:46.871,1549.908559
26:46.874,1549.982282
26:46.879,1549.796386
26:46.884,1549.944618
26:46.889,1549.957440
26:46.893,1549.976672
26:46.924,1550.027961
26:46.929,1549.921380
26:46.930,1549.961446
26:46.930,1549.939810
26:46.931,1549.841254
26:46.932,1549.978275
26:46.932,1549.763539
26:46.933,1549.857278
26:46.939,1549.821223
26:46.943,1549.858881
26:46.948,1549.952632
26:46.953,1549.841254
26:46.985,1550.040784
26:46.992,1549.937406
26:46.993,1549.975871
26:46.993,1549.922983
26:46.994,1549.839651
26:46.994,1549.895739
26:46.995,1549.819621
26:46.995,1549.805199
26:46.999,1549.843657
26:47.003,1549.823627
26:47.009,1550.001515
26:47.013,1550.023153
26:47.019,1550.020748
26:47.051,1550.302896
26:47.058,1550.302896
26:47.058,1550.115321
26:47.059,1550.001515
26:47.059,1549.949426
26:47.060,1549.926989
26:47.060,1549.729090
26:47.061,1549.970261
26:47.063,1549.817217
26:47.068,1549.976672
26:47.074,1550.073643
26:47.079,1549.981480
26:47.084,1549.941413
26:47.115,1549.907758
26:47.121,1549.917374
26:47.121,1549.876508
26:47.122,1549.690638
26:47.122,1549.759533
26:47.123,1549.818820
26:47.124,1549.737102
26:47.125,1549.969460
26:47.129,1549.850067
26:47.134,1549.993501
26:47.139,1549.735499
26:47.143,1549.959042
26:47.171,1550.024756
26:47.177,1549.801193
26:47.180,1549.885322
26:47.181,1549.749118
26:47.181,1549.904553
26:47.182,1549.909361
26:47.182,1549.933400
26:47.183,1549.934201
26:47.189,1550.008727
26:47.193,1549.885322
26:47.199,1549.974268
26:47.203,1549.812410
26:47.231,1549.962248
26:47.236,1549.950228
26:47.236,1549.863688
26:47.237,1549.959042
26:47.237,1549.959042
26:47.238,1549.902149
26:47.238,1549.838850
26:47.244,1549.973467
26:47.249,1549.897341
26:47.254,1549.829235
26:47.258,1549.987090
26:47.288,1549.961446
26:47.293,1550.046394
26:47.294,1549.877309
26:47.294,1549.803597
26:47.295,1549.795585
26:47.296,1549.930996
26:47.297,1549.848465
26:47.298,1550.007926
26:47.303,1549.760334
26:47.308,1549.969460
26:47.313,1549.904553
26:47.319,1550.017543
26:47.346,1549.966255
26:47.352,1549.718676
26:47.352,1549.841254
26:47.353,1549.747516
26:47.353,1549.793182
26:47.354,1549.838850
26:47.354,1549.782766
26:47.359,1549.828434
26:47.363,1549.737102
26:47.369,1549.915771
26:47.374,1550.069636
26:47.378,1549.929393
26:47.407,1549.942214
26:47.413,1549.886123
26:47.413,1549.938208
26:47.414,1550.007926
26:47.414,1549.797989
26:47.415,1549.914970
26:47.415,1549.775556
26:47.418,1549.874104
26:47.423,1550.025557
26:47.429,1549.921380
26:47.433,1550.033571
26:47.463,1549.894937
26:47.468,1549.955036
26:47.469,1549.938208
26:47.471,1549.860483
26:47.471,1549.896540
26:47.473,1549.912566
26:47.473,1549.908559
26:47.474,1550.007926
26:47.478,1549.944618
26:47.483,1549.947824
26:47.489,1549.978275
26:47.494,1549.980679
26:47.524,1549.964652
26:47.528,1549.915771
26:47.530,1549.971864
26:47.531,1549.887726
26:47.531,1549.909361
26:47.532,1549.991898
26:47.532,1549.844458
26:47.534,1550.031167
26:47.539,1549.826832
26:47.543,1549.941413
26:47.549,1549.846862
26:47.553,1549.829235
26:47.583,1549.940612
26:47.584,1549.827633
26:47.592,1549.892534
26:47.593,1549.987891
26:47.593,1549.832440
26:47.594,1549.923784
26:47.594,1549.849266
26:47.595,1549.890130
26:47.599,1549.983083
26:47.604,1549.851670
26:47.609,1550.053607
26:47.614,1549.961446
26:47.619,1550.035174
26:47.651,1550.035174
26:47.655,1549.932598
26:47.657,1549.891732
26:47.660,1549.789977
26:47.660,1549.885322
26:47.661,1549.842055
26:47.661,1549.854073
26:47.662,1549.957440
26:47.664,1549.884521
26:47.669,1549.979076
26:47.673,1550.096886
26:47.678,1549.939810
26:47.706,1549.979878
26:47.712,1549.774755
26:47.713,1549.847663
26:47.714,1549.906155
26:47.714,1549.768346
26:47.715,1549.979878
26:47.715,1549.794784
26:47.719,1549.951830
26:47.724,1550.008727
26:47.729,1550.073643
26:47.734,1550.060019
26:47.738,1549.976672
26:47.771,1549.932598
26:47.778,1549.921380
26:47.780,1549.779562
26:47.780,1549.911764
26:47.781,1549.864489
26:47.781,1549.888527
26:47.781,1550.030365
26:47.782,1549.823627
26:47.784,1549.950228
26:47.789,1549.920579
26:47.793,1549.935804
26:47.799,1549.903752
26:47.803,1549.721079
26:47.831,1549.989494
26:47.836,1549.872502
26:47.837,1550.040784
26:47.837,1549.983083
26:47.837,1549.858881
26:47.838,1549.904553
26:47.839,1549.884521
26:47.844,1550.033571
26:47.848,1550.012734
26:47.854,1549.832440
26:47.859,1549.918976
26:47.863,1549.850868
26:47.893,1549.881316
26:47.899,1549.986289
26:47.900,1549.761937
26:47.900,1549.903752
26:47.901,1549.786772
26:47.901,1549.890931
26:47.902,1549.953433
26:47.903,1549.906155
26:47.908,1550.051203
26:47.913,1549.825229
26:47.919,1549.949426
26:47.924,1549.921380
26:47.953,1549.875707
26:47.958,1549.753124
26:47.958,1549.765141
26:47.960,1549.857278
26:47.960,1549.971063
26:47.961,1549.910162
26:47.961,1550.034373
26:47.964,1549.920579
26:47.969,1549.903752
26:47.974,1549.993501
26:47.978,1549.850067
26:47.984,1549.955837
26:48.012,1549.672214
26:48.019,1549.913367
26:48.020,1549.876508
26:48.020,1549.916572
26:48.021,1550.107305
26:48.021,1549.966255
26:48.022,1550.068033
26:48.024,1550.004720
26:48.028,1549.894937
26:48.033,1549.879713
26:48.039,1549.821223
26:48.044,1549.771550
26:48.075,1549.866893
26:48.080,1549.740306
26:48.082,1550.002316
26:48.082,1549.871701
26:48.082,1550.108908
26:48.083,1550.079254
26:48.084,1549.983885
26:48.084,1549.967056
26:48.089,1549.749118
26:48.094,1549.943016
26:48.098,1549.799591
26:48.103,1549.813211
26:48.109,1549.802796
26:48.136,1549.806001
26:48.141,1549.954234
26:48.142,1550.099291
26:48.142,1549.942214
26:48.143,1549.976672
26:48.144,1549.838850
26:48.144,1549.889329
26:48.149,1549.918175
26:48.153,1549.697047
26:48.159,1549.885322
26:48.164,1549.652989
26:48.196,1549.652989
26:48.202,1549.973467
26:48.203,1550.045593
26:48.204,1550.007926
26:48.204,1549.872502
26:48.205,1549.916572
26:48.205,1549.922181
26:48.206,1549.936605
26:48.209,1549.916572
26:48.214,1549.763539
26:48.219,1549.794784
26:48.224,1549.794784
26:48.229,1549.943817
26:48.261,1550.065629
26:48.265,1549.814814
26:48.267,1549.918976
26:48.268,1550.013536
26:48.268,1549.983885
26:48.269,1550.052805
26:48.269,1550.052805
26:48.269,1549.883720
26:48.273,1549.859682
26:48.278,1549.947824
26:48.284,1549.852471
26:48.289,1549.892534
26:48.318,1549.866893
26:48.325,1549.977474
26:48.325,1549.850868
26:48.326,1549.967056
26:48.326,1549.866893
26:48.327,1549.890931
26:48.327,1549.955036
26:48.328,1549.738704
26:48.334,1549.824428
26:48.339,1549.655392
26:48.343,1549.888527
26:48.348,1549.891732
26:48.378,1549.975871
26:48.383,1550.057614
26:48.384,1549.911764
26:48.385,1549.994302
26:48.385,1549.962248
26:48.385,1549.906155
26:48.386,1549.733096
26:48.388,1549.653790
26:48.394,1549.739505
26:48.399,1549.905354
26:48.403,1549.879713
26:48.408,1550.092077
26:48.438,1549.874104
26:48.444,1550.067232
26:48.445,1550.065629
26:48.445,1549.842856
26:48.446,1549.931797
26:48.447,1549.931797
26:48.447,1549.806001
26:48.449,1549.664203
26:48.453,1549.775556
26:48.459,1549.876508
26:48.464,1549.831639
26:48.468,1549.927791
26:48.498,1550.028763
26:48.505,1549.963049
26:48.506,1549.932598
26:48.507,1549.822024
26:48.507,1549.709864
26:48.507,1549.838049
26:48.508,1549.690638
26:48.509,1549.943817
26:48.514,1549.817217
26:48.519,1549.949426
26:48.523,1550.008727
26:48.529,1549.973467
26:48.559,1549.993501
26:48.565,1549.701853
26:48.566,1549.887726
26:48.567,1549.704256
26:48.567,1549.844458
26:48.568,1549.831639
26:48.568,1549.797188
26:48.569,1549.976672
26:48.573,1550.003118
26:48.579,1550.010330
26:48.584,1550.068033
26:48.589,1549.918175
26:48.621,1550.000713
26:48.626,1549.957440
26:48.627,1549.794784
26:48.627,1550.004720
26:48.627,1549.736300
26:48.628,1549.900546
26:48.628,1549.951830
26:48.630,1549.951830
26:48.634,1550.032770
26:48.639,1549.968659
26:48.643,1549.965453
26:48.649,1549.899745
26:48.654,1549.877309
26:48.686,1549.886123
26:48.691,1549.799591
26:48.693,1549.855676
26:48.693,1549.830037
26:48.694,1549.760334
26:48.694,1549.955036
26:48.695,1549.874906
26:48.695,1550.060820
26:48.698,1549.887726
26:48.704,1549.959844
26:48.709,1550.121733
26:48.714,1549.949426
26:48.718,1549.987090
26:48.745,1549.867694
26:48.751,1549.854875
26:48.752,1549.878912
26:48.753,1549.793182
26:48.753,1549.984686
26:48.753,1549.957440
26:48.754,1549.957440
26:48.759,1550.028763
26:48.764,1549.903752
26:48.769,1549.926989
26:48.774,1549.959844
26:48.779,1549.779562
26:48.809,1549.858881
26:48.814,1549.725085
26:48.815,1549.914970
26:48.815,1549.918976
26:48.816,1549.958241
26:48.817,1550.084062
26:48.818,1549.854073
26:48.820,1549.997508
26:48.823,1549.920579
26:48.829,1549.992700
26:48.834,1549.827633
26:48.839,1549.738704
26:48.864,1549.791579
26:48.870,1549.853272
26:48.873,1549.979076
26:48.873,1550.108908
26:48.873,1550.035174
26:48.874,1549.991097
26:48.874,1549.986289
26:48.879,1549.872502
26:48.883,1549.966255
26:48.889,1549.966255
26:48.894,1549.792380
26:48.923,1549.777158
26:48.930,1549.928592
26:48.931,1550.099291
26:48.931,1549.914168
26:48.932,1550.056011
26:48.932,1549.955837
26:48.933,1549.890931
26:48.933,1549.936605
26:48.938,1549.785170
26:48.943,1549.826030
26:48.948,1549.729090
26:48.954,1549.866092
26:48.981,1549.945420
26:48.986,1549.881316
26:48.987,1550.076048
26:48.987,1549.987891
26:48.988,1549.963049
26:48.988,1549.981480
26:48.989,1549.837247
26:48.993,1549.954234
26:48.999,1549.727488
26:49.003,1549.852471
26:49.009,1549.855676
26:49.014,1549.809205
26:49.040,1549.912566
26:49.045,1550.004720
26:49.047,1549.928592
26:49.047,1550.027160
26:49.048,1549.859682
26:49.048,1550.004720
26:49.049,1549.951830
26:49.053,1549.782766
26:49.058,1549.972665
26:49.063,1549.972665
26:49.069,1549.918976
26:49.073,1549.820422
26:49.105,1549.880515
26:49.112,1549.954234
26:49.113,1549.871701
26:49.114,1549.973467
26:49.115,1550.067232
26:49.115,1550.070437
26:49.116,1550.013536
26:49.116,1549.857278
26:49.118,1549.776357
26:49.124,1549.986289
26:49.129,1549.872502
26:49.134,1550.048798
26:49.139,1549.768346
26:49.170,1550.027160
26:49.177,1549.915771
26:49.179,1550.100092
26:49.180,1550.152992
26:49.181,1549.859682
26:49.181,1549.922181
26:49.183,1549.777158
26:49.183,1549.936605
26:49.184,1549.806001
26:49.188,1549.821223
26:49.193,1549.915771
26:49.198,1549.983885
26:49.204,1549.979076
26:49.251,1550.103298
26:49.255,1549.911764
26:49.256,1549.943016
26:49.257,1549.912566
26:49.258,1549.792380
26:49.259,1549.790778
26:49.259,1549.604128
26:49.260,1549.864489
26:49.260,1549.752323
26:49.261,1549.951830
26:49.261,1550.009529
26:49.263,1549.952632
26:49.269,1549.997508
26:49.274,1549.833241
26:49.279,1549.935804
26:49.284,1549.773153
26:49.312,1549.700251
26:49.319,1549.811609
26:49.319,1549.809205
26:49.320,1549.870899
26:49.320,1550.016741
26:49.321,1549.858079
26:49.321,1549.992700
26:49.324,1549.896540
26:49.329,1549.841254
26:49.333,1549.900546
26:49.339,1549.618545
26:49.343,1549.878111
26:49.370,1549.653790
26:49.377,1549.820422
26:49.379,1549.986289
26:49.380,1549.858079
26:49.380,1549.954234
26:49.381,1550.007125
26:49.381,1549.984686
26:49.383,1549.985487
26:49.388,1549.874104
26:49.394,1549.779562
26:49.399,1549.828434
26:49.404,1549.708262
26:49.431,1549.878111
26:49.436,1549.809205
26:49.436,1549.926989
26:49.438,1549.923784
26:49.438,1550.016741
26:49.439,1550.022351
26:49.439,1549.930996
26:49.444,1550.059217
26:49.448,1549.816416
26:49.454,1549.900546
26:49.459,1549.840452
26:49.464,1549.719477
26:49.493,1549.907758
26:49.499,1549.922983
26:49.499,1549.989494
26:49.500,1550.004720
26:49.500,1549.949426
26:49.501,1550.092879
26:49.501,1549.960645
26:49.503,1549.952632
26:49.509,1549.994302
26:49.513,1549.751522
26:49.518,1549.878111
26:49.554,1549.833241
26:49.558,1549.892534
26:49.559,1549.997508
26:49.559,1549.947022
26:49.560,1550.087268
26:49.561,1549.974268
26:49.561,1549.998309
26:49.562,1550.024756
26:49.564,1549.920579
26:49.569,1549.901348
26:49.574,1549.858881
26:49.578,1549.849266
26:49.583,1549.888527
26:49.612,1549.817217
26:49.612,1550.013536
26:49.621,1549.935804
26:49.621,1549.983083
26:49.622,1550.070437
26:49.623,1549.890931
26:49.623,1549.967857
26:49.624,1549.727488
26:49.629,1549.792380
26:49.634,1549.777960
26:49.639,1549.749919
26:49.644,1549.905354
26:49.672,1549.858881
26:49.677,1549.967857
26:49.678,1550.064026
26:49.679,1549.939810
26:49.681,1549.919777
26:49.681,1549.873303
26:49.682,1549.814814
26:49.684,1549.878912
26:49.689,1549.679423
26:49.694,1549.866092
26:49.699,1549.838049
26:49.703,1549.960645
26:49.735,1550.011132
26:49.740,1549.893335
26:49.742,1550.002316
26:49.742,1549.930195
26:49.742,1550.061621
26:49.743,1549.905354
26:49.743,1549.773153
26:49.743,1549.787573
26:49.749,1549.780363
26:49.753,1549.922983
26:49.758,1550.076849
26:49.764,1549.961446
26:49.793,1549.987891
26:49.798,1550.022351
26:49.798,1549.987090
26:49.800,1550.138565
26:49.800,1550.138565
26:49.801,1550.007125
26:49.802,1549.873303
26:49.803,1550.001515
26:49.809,1550.034373
26:49.814,1549.949426
26:49.819,1550.026358
26:49.823,1549.918976
26:49.858,1550.003919
26:49.864,1549.999912
26:49.864,1550.043188
26:49.865,1550.019146
26:49.865,1549.896540
26:49.866,1549.927791
26:49.866,1549.996707
26:49.867,1549.891732
26:49.869,1549.952632
26:49.874,1549.863688
26:49.879,1549.899745
26:49.883,1549.930996
26:49.889,1549.895739
26:49.921,1550.110511
26:49.928,1549.841254
26:49.930,1550.024756
26:49.930,1550.033571
26:49.931,1549.910162
26:49.931,1549.959042
26:49.932,1549.901348
26:49.932,1549.953433
26:49.934,1549.913367
26:49.939,1549.910963
26:49.944,1550.053607
26:49.949,1550.042387
26:49.953,1549.941413
26:49.982,1550.082459
26:49.987,1549.836446
26:49.988,1549.936605
26:49.988,1549.775556
26:49.989,1549.951029
26:49.989,1549.948625
26:49.990,1549.861284
26:49.993,1550.011132
26:49.998,1549.960645
26:50.004,1550.169825
26:50.008,1550.064827
26:50.013,1550.024756
26:50.042,1549.749118
26:50.049,1549.782766
26:50.049,1549.820422
26:50.050,1549.927791
26:50.050,1549.826832
26:50.051,1549.950228
26:50.051,1549.890931
26:50.054,1550.044791
26:50.059,1550.185856
26:50.064,1549.986289
26:50.069,1550.044791
26:50.073,1550.044791
26:50.105,1550.006323
26:50.113,1549.894136
26:50.114,1549.902149
26:50.114,1549.876508
26:50.114,1549.815615
26:50.115,1549.934201
26:50.115,1550.034373
26:50.116,1550.039181
26:50.119,1549.957440
26:50.123,1549.907758
26:50.129,1549.917374
26:50.133,1550.020748
26:50.139,1549.821223
26:50.171,1550.016741
26:50.176,1550.016741
26:50.176,1549.918175
26:50.179,1549.982282
26:50.181,1549.959844
26:50.181,1550.100894
26:50.181,1549.856477
26:50.182,1549.945420
26:50.183,1549.890130
26:50.189,1549.961446
26:50.194,1549.924585
26:50.198,1549.894136
26:50.203,1549.893335
26:50.238,1549.991898
26:50.246,1549.857278
26:50.247,1549.913367
26:50.248,1549.871701
26:50.248,1549.924585
26:50.249,1550.016741
26:50.249,1549.840452
26:50.251,1550.015940
26:50.252,1549.834844
26:50.254,1549.955036
26:50.258,1549.825229
26:50.264,1549.795585
26:50.269,1549.908559
26:50.303,1549.749118
26:50.308,1549.943817
26:50.309,1549.900546
26:50.309,1549.951029
26:50.310,1549.939009
26:50.311,1549.939009
26:50.312,1549.989494
26:50.313,1549.979076
26:50.313,1549.866092
26:50.319,1549.908559
26:50.324,1549.757130
26:50.329,1549.798790
26:50.334,1549.879713
26:50.364,1549.782766
26:50.369,1549.969460
26:50.371,1549.735499
26:50.371,1549.735499
26:50.372,1550.010330
26:50.372,1549.886925
26:50.372,1549.831639
26:50.374,1549.742709
26:50.378,1549.863688
26:50.384,1549.780363
26:50.389,1549.778761
26:50.393,1549.874104
26:50.421,1549.874104
26:50.426,1549.894136
26:50.426,1550.056011
26:50.427,1549.793983
26:50.428,1549.860483
26:50.429,1549.715472
26:50.429,1549.778761
26:50.433,1549.818820
26:50.439,1549.711466
26:50.444,1549.881316
26:50.449,1549.799591
26:50.453,1549.947022
26:50.479,1549.801995
26:50.487,1549.891732
26:50.487,1549.962248
26:50.489,1549.844458
26:50.489,1549.930996
26:50.490,1549.854073
26:50.490,1549.862086
26:50.494,1549.918175
26:50.499,1549.810007
26:50.504,1549.876508
26:50.508,1550.045593
26:50.514,1549.850067
26:50.540,1549.959042
26:50.545,1549.846862
26:50.546,1549.780363
26:50.546,1549.916572
26:50.546,1549.947824
26:50.548,1550.024756
26:50.548,1549.787573
26:50.554,1549.936605
26:50.559,1549.924585
26:50.564,1549.906957
26:50.568,1549.806802
26:50.598,1549.708262
26:50.603,1549.899745
26:50.604,1549.908559
26:50.606,1549.948625
26:50.607,1550.019947
26:50.607,1549.882918
26:50.608,1549.943016
26:50.609,1549.982282
26:50.613,1549.869297
26:50.619,1549.891732
26:50.624,1549.652188
26:50.629,1549.839651
26:50.654,1549.950228
26:50.661,1549.897341
26:50.662,1550.018344
26:50.662,1549.926989
26:50.663,1549.986289
26:50.664,1549.980679
26:50.665,1549.880515
26:50.668,1549.891732
26:50.674,1549.696246
26:50.679,1549.664203
26:50.684,1549.740306
26:50.689,1549.865291
26:50.720,1550.007125
26:50.727,1549.890931
26:50.729,1549.979878
26:50.729,1550.017543
26:50.730,1550.014337
26:50.730,1549.969460
26:50.731,1549.822024
26:50.731,1549.902950
26:50.733,1549.721880
26:50.739,1549.795585
26:50.744,1550.026358
26:50.749,1549.868496
26:50.754,1549.937406
26:50.785,1549.987891
26:50.792,1549.985487
26:50.792,1549.988693
26:50.793,1549.872502
26:50.793,1549.954234
26:50.794,1549.917374
26:50.794,1549.714671
26:50.795,1549.932598
26:50.798,1549.841254
26:50.803,1549.857278
26:50.809,1549.835645
26:50.814,1549.896540
26:50.819,1549.969460
26:50.850,1549.854875
26:50.856,1549.966255
26:50.856,1549.932598
26:50.856,1549.973467
26:50.857,1549.882117
26:50.858,1549.830037
26:50.858,1549.875707
26:50.859,1549.764340
26:50.863,1549.779562
26:50.869,1549.870098
26:50.874,1549.858881
26:50.878,1549.881316
26:50.906,1549.988693
26:50.912,1549.952632
26:50.913,1550.128946
26:50.913,1550.128946
26:50.914,1549.849266
26:50.915,1549.886123
26:50.915,1549.856477
26:50.918,1549.947824
26:50.923,1549.755527
26:50.928,1549.928592
26:50.933,1549.872502
26:50.939,1549.987891
26:50.971,1550.057614
26:50.979,1549.978275
26:50.979,1549.905354
26:50.980,1550.084062
26:50.981,1549.950228
26:50.981,1549.939810
26:50.981,1549.793182
26:50.981,1549.818820
26:50.983,1549.971864
26:50.989,1549.903752
26:50.993,1550.155397
26:50.999,1549.890130
26:51.003,1550.072040
26:51.036,1549.879713
26:51.041,1549.943016
26:51.041,1549.918976
26:51.042,1549.710665
26:51.042,1549.718676
26:51.043,1549.616943
26:51.045,1549.854073
26:51.046,1549.954234
26:51.049,1549.859682
26:51.054,1549.984686
26:51.059,1550.039181
26:51.063,1549.870098
26:51.096,1549.974268
26:51.102,1549.839651
26:51.102,1549.884521
26:51.103,1549.717074
26:51.104,1549.641775
26:51.104,1549.888527
26:51.105,1549.781965
26:51.105,1550.015940
26:51.108,1549.906957
26:51.114,1549.925387
26:51.118,1549.890931
26:51.123,1549.836446
26:51.128,1549.894136
26:51.155,1549.792380
26:51.162,1549.765942
26:51.163,1549.863688
26:51.163,1549.810007
26:51.163,1549.933400
26:51.166,1549.941413
26:51.168,1549.920579
26:51.169,1550.037578
26:51.173,1549.886123
26:51.179,1550.115321
26:51.184,1550.016741
26:51.188,1549.983885
26:51.216,1549.992700
26:51.222,1549.726687
26:51.223,1549.846862
26:51.223,1549.893335
26:51.224,1549.875707
26:51.224,1549.952632
26:51.225,1549.850868
26:51.228,1549.879713
26:51.233,1549.938208
26:51.239,1550.023153
26:51.244,1550.111313
26:51.281,1549.882918
26:51.286,1549.780363
26:51.287,1549.784369
26:51.287,1549.889329
26:51.287,1549.935804
26:51.289,1549.846061
26:51.289,1550.002316
26:51.290,1549.903752
26:51.290,1550.017543
26:51.293,1550.102497
26:51.299,1549.965453
26:51.304,1550.009529
26:51.309,1549.761135
26:51.314,1549.807603
26:51.341,1549.870899
26:51.347,1549.743510
26:51.348,1549.845260
26:51.348,1549.890130
26:51.349,1549.917374
26:51.349,1550.161008
26:51.350,1549.989494
26:51.354,1550.116924
26:51.359,1549.971864
26:51.364,1549.873303
26:51.369,1549.975069
26:51.397,1549.774755
26:51.402,1549.953433
26:51.402,1549.887726
26:51.403,1549.969460
26:51.403,1550.011933
26:51.404,1549.925387
26:51.405,1549.999111
26:51.409,1549.985487
26:51.413,1550.002316
26:51.418,1549.911764
26:51.424,1549.828434
26:51.428,1549.847663
26:51.457,1549.854875
26:51.463,1549.844458
26:51.464,1549.971063
26:51.464,1549.814814
26:51.464,1549.930195
26:51.466,1549.920579
26:51.466,1550.064827
26:51.469,1550.131351
26:51.473,1550.131351
26:51.479,1550.046394
26:51.483,1549.777158
26:51.489,1549.888527
26:51.521,1549.987891
26:51.530,1549.849266
26:51.530,1549.814012
26:51.531,1549.801995
26:51.531,1549.963049
26:51.532,1550.046394
26:51.532,1549.939810
26:51.532,1549.928592
26:51.533,1549.940612
26:51.539,1549.878111
26:51.543,1550.019947
26:51.549,1549.845260
26:51.554,1549.927791
26:51.586,1549.866893
26:51.592,1549.875707
26:51.593,1550.006323
26:51.593,1549.887726
26:51.594,1550.054408
26:51.594,1549.867694
26:51.594,1549.967857
26:51.595,1549.951830
26:51.598,1549.879713
26:51.604,1549.894136
26:51.609,1549.841254
26:51.613,1549.820422
26:51.618,1549.886123
26:51.650,1549.773153
26:51.650,1549.870098
26:51.656,1549.976672
26:51.660,1549.923784
26:51.661,1550.098489
26:51.661,1549.879713
26:51.662,1549.994302
26:51.663,1549.896540
26:51.664,1549.932598
26:51.668,1549.898143
26:51.674,1549.749919
26:51.679,1549.961446
26:51.712,1549.844458
26:51.717,1550.047997
26:51.717,1549.991898
26:51.718,1549.965453
26:51.718,1550.027160
26:51.720,1549.970261
26:51.720,1549.951830
26:51.721,1549.971864
26:51.724,1549.830037
26:51.729,1549.930996
26:51.734,1549.863688
26:51.739,1549.919777
26:51.743,1550.104901
26:51.776,1549.838049
26:51.781,1550.003118
26:51.783,1549.910162
26:51.783,1549.977474
26:51.784,1550.048798
26:51.784,1549.858881
26:51.785,1549.965453
26:51.785,1549.832440
26:51.789,1549.911764
26:51.794,1549.940612
26:51.798,1549.935804
26:51.803,1549.860483
26:51.836,1549.943817
26:51.841,1549.960645
26:51.841,1550.010330
26:51.842,1549.931797
26:51.842,1550.070437
26:51.843,1549.866092
26:51.843,1549.861284
26:51.844,1549.951830
26:51.849,1549.782766
26:51.854,1549.950228
26:51.859,1549.760334
26:51.863,1549.936605
26:51.913,1549.745914
26:51.919,1549.765141
26:51.919,1549.944618
26:51.921,1549.954234
26:51.921,1550.019947
26:51.921,1549.939810
26:51.922,1549.839651
26:51.922,1549.830037
26:51.923,1549.828434
26:51.923,1549.742709
26:51.924,1549.900546
26:51.925,1549.665004
26:51.929,1549.665004
26:51.933,1549.898944
26:51.938,1550.072842
26:51.943,1550.068835
26:51.973,1549.868496
26:51.979,1549.919777
26:51.980,1549.741107
26:51.980,1549.875707
26:51.981,1549.812410
26:51.981,1549.794784
26:51.982,1549.812410
26:51.983,1549.887726
26:51.989,1549.987090
26:51.993,1550.152191
26:51.998,1549.965453
26:52.004,1550.009529
26:52.034,1549.876508
26:52.040,1549.821223
26:52.040,1549.879713
26:52.041,1549.718676
26:52.041,1549.893335
26:52.043,1549.757931
26:52.043,1550.009529
26:52.044,1550.065629
26:52.049,1550.088871
26:52.053,1550.043188
26:52.059,1549.931797
26:52.063,1549.966255
26:52.091,1549.873303
26:52.095,1549.861284
26:52.096,1549.897341
26:52.096,1549.831639
26:52.096,1549.839651
26:52.097,1550.007125
26:52.098,1549.851670
26:52.104,1550.049600
26:52.109,1549.951830
26:52.113,1550.008727
26:52.118,1549.983083
26:52.146,1549.800392
26:52.152,1549.985487
26:52.153,1549.744312
26:52.154,1549.882918
26:52.155,1549.890931
26:52.155,1549.835645
26:52.156,1549.885322
26:52.158,1549.865291
26:52.164,1549.852471
26:52.168,1549.975069
26:52.173,1549.895739
26:52.179,1549.874104
26:52.214,1549.904553
26:52.221,1549.871701
26:52.222,1549.999912
26:52.222,1549.729090
26:52.223,1549.864489
26:52.223,1549.796386
26:52.224,1549.868496
26:52.224,1549.925387
26:52.225,1549.937406
26:52.228,1550.067232
26:52.233,1549.841254
26:52.239,1549.997508
26:52.243,1550.003118
26:52.280,1549.952632
26:52.287,1549.762738
26:52.287,1549.694644
26:52.288,1549.769147
26:52.288,1549.799591
26:52.289,1549.713870
26:52.289,1549.896540
26:52.290,1549.869297
26:52.290,1549.918175
26:52.293,1550.050401
26:52.299,1549.851670
26:52.303,1549.995905
26:52.308,1549.995905
26:52.342,1549.854875
26:52.348,1549.763539
26:52.348,1549.721079
26:52.349,1549.864489
26:52.349,1549.882918
26:52.350,1549.950228
26:52.350,1549.996707
26:52.350,1549.967056
26:52.354,1550.016741
26:52.358,1549.866092
26:52.363,1549.773153
26:52.369,1549.781164
26:52.373,1549.749919
26:52.400,1549.770749
26:52.407,1549.716273
26:52.407,1549.912566
26:52.408,1549.991097
26:52.408,1549.840452
26:52.409,1549.964652
26:52.409,1549.917374
26:52.413,1549.967857
26:52.418,1549.838850
26:52.424,1549.711466
26:52.429,1549.838850
26:52.433,1549.660999
26:52.461,1549.813211
26:52.466,1549.923784
26:52.466,1549.823627
26:52.468,1549.878111
26:52.468,1549.846862
26:52.469,1549.963851
26:52.469,1550.027961
26:52.473,1549.971063
26:52.479,1549.939009
26:52.483,1549.869297
26:52.489,1549.901348
26:52.493,1549.932598
26:52.520,1549.876508
26:52.527,1549.894937
26:52.528,1549.784369
26:52.528,1549.925387
26:52.529,1549.969460
26:52.529,1549.913367
26:52.530,1550.019947
26:52.534,1549.766743
26:52.539,1549.946221
26:52.543,1549.938208
26:52.549,1549.897341
26:52.554,1549.886925
26:52.586,1549.810007
26:52.593,1549.868496
26:52.594,1549.916572
26:52.594,1549.892534
26:52.595,1550.051203
26:52.596,1549.945420
