time,CH1
26:29.309,1550.080856
26:29.314,1549.985487
26:29.319,1550.075246
26:29.347,1550.076048
26:29.353,1549.949426
26:29.353,1549.890931
26:29.354,1549.824428
26:29.354,1549.804398
26:29.355,1549.831639
26:29.355,1549.681025
26:29.359,1549.850067
26:29.364,1549.844458
26:29.369,1549.981480
26:29.374,1550.056011
26:29.378,1549.914168
26:29.406,1550.022351
26:29.413,1549.779562
26:29.414,1549.980679
26:29.414,1549.916572
26:29.414,1549.846862
26:29.414,1549.854073
26:29.416,1549.717875
26:29.419,1549.922983
26:29.423,1549.987090
26:29.429,1549.874906
26:29.434,1549.930195
26:29.438,1549.863688
26:29.466,1549.895739
26:29.472,1550.010330
26:29.472,1549.809205
26:29.472,1549.980679
26:29.472,1549.740306
26:29.473,1549.862086
26:29.473,1549.959042
26:29.479,1549.825229
26:29.483,1549.878111
26:29.489,1549.817217
26:29.494,1549.995104
26:29.498,1549.906155
26:29.525,1549.963851
26:29.532,1550.034373
26:29.532,1549.882918
26:29.533,1549.949426
26:29.533,1549.870899
26:29.534,1549.871701
26:29.535,1549.864489
26:29.539,1549.847663
26:29.543,1549.935002
26:29.549,1549.996707
26:29.554,1549.833241
26:29.585,1550.128946
26:29.590,1549.988693
26:29.591,1550.052004
26:29.592,1550.048798
26:29.593,1549.950228
26:29.593,1549.951830
26:29.594,1549.733096
26:29.594,1549.814012
26:29.598,1549.846862
26:29.603,1549.809205
26:29.609,1549.753124
26:29.613,1549.930195
26:29.648,1549.935804
26:29.653,1550.036777
26:29.655,1549.995104
26:29.655,1549.985487
26:29.655,1549.972665
26:29.657,1549.902149
26:29.657,1549.894136
26:29.658,1549.855676
26:29.659,1550.007926
26:29.664,1550.007926
26:29.669,1549.998309
26:29.674,1550.024756
26:29.678,1550.060820
26:29.705,1549.874906
26:29.710,1549.665004
26:29.711,1549.867694
26:29.711,1549.850868
26:29.711,1549.851670
26:29.713,1549.925387
26:29.714,1549.838850
26:29.718,1549.786772
26:29.723,1549.936605
26:29.729,1549.896540
26:29.734,1549.964652
26:29.738,1549.729892
26:29.765,1549.846061
26:29.770,1549.898143
26:29.772,1549.843657
26:29.773,1550.012734
26:29.773,1549.835645
26:29.774,1549.919777
26:29.774,1549.757931
26:29.779,1549.772351
26:29.783,1549.841254
26:29.789,1549.777960
26:29.794,1549.842856
26:29.819,1549.880515
26:29.827,1549.915771
26:29.827,1550.072040
26:29.828,1549.984686
26:29.828,1549.985487
26:29.829,1549.944618
26:29.829,1549.786772
26:29.833,1549.917374
26:29.839,1549.751522
26:29.844,1549.830838
26:29.849,1549.893335
26:29.854,1549.956638
26:29.886,1550.070437
26:29.892,1549.970261
26:29.893,1550.064827
26:29.893,1550.022351
26:29.894,1549.943817
26:29.894,1549.850067
26:29.895,1549.725085
26:29.895,1549.836446
26:29.898,1549.773153
26:29.903,1549.894136
26:29.909,1549.978275
26:29.913,1549.830838
26:29.951,1550.049600
26:29.951,1550.107305
26:29.958,1549.948625
26:29.958,1550.055210
26:29.959,1549.789977
26:29.959,1549.943016
26:29.960,1549.973467
26:29.961,1549.858079
26:29.961,1549.966255
26:29.964,1549.741107
26:29.968,1549.849266
26:29.974,1549.980679
26:29.979,1549.987891
26:29.984,1550.029564
26:30.013,1549.906957
26:30.018,1549.901348
26:30.018,1549.907758
26:30.019,1549.878912
26:30.019,1549.903752
26:30.020,1549.818820
26:30.020,1549.722682
26:30.023,1549.885322
26:30.029,1549.885322
26:30.034,1549.995905
26:30.038,1549.877309
26:30.068,1549.975871
26:30.074,1549.998309
26:30.074,1550.017543
26:30.075,1550.109710
26:30.075,1549.874906
26:30.077,1549.975871
26:30.077,1549.820422
